wt_1_t24	wt_2_t24	wt_3_t24	wt_4_t24	wt_1_t36	wt_2_t36	wt_3_t36	wt_4_t36	ko_1_t24	ko_2_t24	ko_3_t24	ko_4_t24	ko_1_t36	ko_2_t36	ko_3_t36	ko_4_t36	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
69016	60677	84569	81220	90791	68527	83504	79506	104180	92168	91514	84895	87905	94683	91332	62832	11	11	11	30.2	30.2	30.2	63.538	0	81.576	19	Q9JHW4	Q9JHW4	Selenocysteine-specific elongation factor	Eefsec	sp|Q9JHW4|SELB_MOUSE Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2
1557600	1313700	1050800	330380	1856500	1497800	897050	286820	358290	335650	321930	272480	306620	324730	304830	209710	26	24	23	53.3	51.6	49.4	56.157	0	250.19	46	Q9JHW9;Q9CZS1	Q9JHW9	Aldehyde dehydrogenase family 1 member A3	Aldh1a3	sp|Q9JHW9|AL1A3_MOUSE Aldehyde dehydrogenase family 1 member A3 OS=Mus musculus OX=10090 GN=Aldh1a3 PE=1 SV=1
25796	21231	21055	18863	29789	21442	19741	18355	22363	20207	18405	15805	18650	21045	15878	13240	1	1	1	2.4	2.4	2.4	54.297	0.00044836	3.7336	1	Q9JHZ2	Q9JHZ2	Progressive ankylosis protein	Ankh	sp|Q9JHZ2|ANKH_MOUSE Progressive ankylosis protein OS=Mus musculus OX=10090 GN=Ankh PE=2 SV=1
18275	17157	19073	19990	22620	20348	18187	18193	23627	22719	23203	18875	22151	21556	21473	17319	6	6	6	26.5	26.5	26.5	29.65	0	21.583	7	Q9JI08	Q9JI08	Bridging integrator 3	Bin3	sp|Q9JI08|BIN3_MOUSE Bridging integrator 3 OS=Mus musculus OX=10090 GN=Bin3 PE=1 SV=1
364890	310060	431500	355090	447000	370360	415880	340110	455490	463870	442660	405750	415090	467630	451030	335110	18	18	14	37.8	37.8	28.8	56.855	0	208.12	40	Q9JI10;Q9JI10-2	Q9JI10;Q9JI10-2	Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit	Stk3	sp|Q9JI10|STK3_MOUSE Serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Stk3 PE=1 SV=1;sp|Q9JI10-2|STK3_MOUSE Isoform 2 of Serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Stk3
173290	145830	188740	199810	200250	176630	181030	179710	196030	178550	180730	150410	181220	167590	178340	116640	14	10	10	34.3	25.1	25.1	55.541	0	60.335	13	Q9JI11	Q9JI11	Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit	Stk4	sp|Q9JI11|STK4_MOUSE Serine/threonine-protein kinase 4 OS=Mus musculus OX=10090 GN=Stk4 PE=1 SV=1
21059	18371	28655	30400	25292	23183	29158	27509	33628	31956	29714	24450	27199	29912	29205	20419	5	5	5	13	13	13	53.398	0	28.425	5	Q9JI13;Q9JI13-2	Q9JI13;Q9JI13-2	Something about silencing protein 10	Utp3	sp|Q9JI13|SAS10_MOUSE Something about silencing protein 10 OS=Mus musculus OX=10090 GN=Utp3 PE=1 SV=1;sp|Q9JI13-2|SAS10_MOUSE Isoform 2 of Something about silencing protein 10 OS=Mus musculus OX=10090 GN=Utp3
15650	12659	19463	19249	19351	15758	18869	17131	25479	27206	27804	26165	26511	28878	28841	20178	4	4	4	12.9	12.9	12.9	41.204	0	14.279	4	Q9JI19	Q9JI19	Acidic fibroblast growth factor intracellular-binding protein	Fibp	sp|Q9JI19|FIBP_MOUSE Acidic fibroblast growth factor intracellular-binding protein OS=Mus musculus OX=10090 GN=Fibp PE=1 SV=1
8688.900390625	7982.5	10376	9779.2001953125	10872	9103.7001953125	10521	7310.39990234375	12343	11139	8129.2001953125	9465.900390625	9566.099609375	11089	9321.7001953125	8113.60009765625	2	2	2	5.3	5.3	5.3	69.866	0.00016279	6.2565	3	Q9JI33	Q9JI33	Netrin-4	Ntn4	sp|Q9JI33|NET4_MOUSE Netrin-4 OS=Mus musculus OX=10090 GN=Ntn4 PE=1 SV=2
95692	82319	99645	100680	106060	91038	96375	82627	97887	108200	82855	91456	81341	102810	77341	72560	14	14	14	23.1	23.1	23.1	77.187	0	220.54	18	Q9JI39	Q9JI39	ATP-binding cassette sub-family B member 10, mitochondrial	Abcb10	sp|Q9JI39|ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1
6041.5	5107.2998046875	5670	6377	5918.5	5687.7998046875	5027.7001953125	6444.7001953125	7077.7998046875	7358.2001953125	7905.7998046875	6739.7998046875	6787.89990234375	8114.7001953125	7797.39990234375	5270.7001953125	4	4	4	9	9	9	53.129	0	9.183	5	Q9JI44;Q9JI44-2	Q9JI44;Q9JI44-2	DNA methyltransferase 1-associated protein 1	Dmap1	sp|Q9JI44|DMAP1_MOUSE DNA methyltransferase 1-associated protein 1 OS=Mus musculus OX=10090 GN=Dmap1 PE=1 SV=1;sp|Q9JI44-2|DMAP1_MOUSE Isoform 2 of DNA methyltransferase 1-associated protein 1 OS=Mus musculus OX=10090 GN=Dmap1
126340	113210	134330	131650	153770	137520	131600	120090	161610	160780	141360	134870	143380	152690	141770	108340	7	7	7	58.9	58.9	58.9	19.029	0	62.42	16	Q9JI46	Q9JI46	Diphosphoinositol polyphosphate phosphohydrolase 1	Nudt3	sp|Q9JI46|NUDT3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1
12390	10232	15560	15757	14751	13652	14755	14919	16956	19195	16533	15166	19657	19236	16557	13083	1	1	1	13.4	13.4	13.4	12.353	0	51.598	4	Q9JI48	Q9JI48	Placenta-specific gene 8 protein	Plac8	sp|Q9JI48|PLAC8_MOUSE Placenta-specific gene 8 protein OS=Mus musculus OX=10090 GN=Plac8 PE=1 SV=1
19198	13245	61454	25630	23753	18497	60163	26142	29264	36358	21351	28892	23376	35261	18049	24690	3	2	2	12	7.2	7.2	27.884	0.00031085	4.7892	3	Q9JI58;O08603;O08602	Q9JI58;O08603;O08602	Retinoic acid early-inducible protein 1-delta;Retinoic acid early-inducible protein 1-beta;Retinoic acid early-inducible protein 1-alpha	Raet1d;Raet1b;Raet1a	sp|Q9JI58|RAE1D_MOUSE Retinoic acid early-inducible protein 1-delta OS=Mus musculus OX=10090 GN=Raet1d PE=1 SV=1;sp|O08603|RAE1B_MOUSE Retinoic acid early-inducible protein 1-beta OS=Mus musculus OX=10090 GN=Raet1b PE=1 SV=1;sp|O08602|RAE1A_MOUSE Retinoic
64729	57800	52616	29995	69539	65216	47680	26290	42384	36692	37739	30712	35828	32967	38552	24403	6	6	6	23.5	23.5	23.5	33.047	0	24.359	9	Q9JI59	Q9JI59	Junctional adhesion molecule B	Jam2	sp|Q9JI59|JAM2_MOUSE Junctional adhesion molecule B OS=Mus musculus OX=10090 GN=Jam2 PE=1 SV=1
19701	17018	24273	21297	23652	18637	23726	18242	24794	23148	22675	16580	21320	19979	20987	14530	2	2	2	2	2	2	82.892	0.0039498	2.4515	2	Q9JI74	Q9JI74	Kelch-like protein 1	Klhl1	sp|Q9JI74|KLHL1_MOUSE Kelch-like protein 1 OS=Mus musculus OX=10090 GN=Klhl1 PE=2 SV=2
196070	177060	186370	151220	254160	207190	183410	140360	260890	212090	260300	179780	241230	220090	263570	155770	14	14	14	48.1	48.1	48.1	26.248	0	122.3	22	Q9JI75	Q9JI75	Ribosyldihydronicotinamide dehydrogenase [quinone]	Nqo2	sp|Q9JI75|NQO2_MOUSE Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3
115370	97413	126480	107180	140910	118190	119130	103760	143560	153760	123080	131720	129840	153150	124790	108950	16	16	16	26.9	26.9	26.9	74.274	0	100.97	20	Q9JI78	Q9JI78	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	Ngly1	sp|Q9JI78|NGLY1_MOUSE Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2
108180	89341	105780	89075	129750	105310	107130	86046	110550	104990	91651	84810	95202	104490	88442	70619	9	9	9	17.9	17.9	17.9	54.926	0	29.044	15	Q9JI90;Q9JI90-2	Q9JI90	E3 ubiquitin-protein ligase RNF14	Rnf14	sp|Q9JI90|RNF14_MOUSE E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2
39787	33033	36425	29895	41553	35901	32117	31628	38237	43544	34348	35860	29765	39682	31927	28919	5	5	5	14.9	14.9	14.9	47.744	0	15.549	6	Q9JI99	Q9JI99	Sphingosine-1-phosphate phosphatase 1	Sgpp1	sp|Q9JI99|SGPP1_MOUSE Sphingosine-1-phosphate phosphatase 1 OS=Mus musculus OX=10090 GN=Sgpp1 PE=1 SV=1
2857.10009765625	3189.69995117188	3507.60009765625	3432.89990234375	3506.5	3353.69995117188	3545.10009765625	3031.19995117188	4197	4436.89990234375	3397.80004882813	3324.30004882813	3783	3836.89990234375	3258.10009765625	2496.30004882813	4	4	4	8.1	8.1	8.1	65.617	0	16.594	5	Q9JIA7	Q9JIA7	Sphingosine kinase 2	Sphk2	sp|Q9JIA7|SPHK2_MOUSE Sphingosine kinase 2 OS=Mus musculus OX=10090 GN=Sphk2 PE=1 SV=2
17907	14741	21804	20835	22572	19012	21741	19695	28924	25678	25637	22777	25820	26617	26573	17252	2	2	2	5.8	5.8	5.8	44.687	0.00031456	5.1735	2	Q9JIB4	Q9JIB4	General transcription factor IIH subunit 2	Gtf2h2	sp|Q9JIB4|TF2H2_MOUSE General transcription factor IIH subunit 2 OS=Mus musculus OX=10090 GN=Gtf2h2 PE=1 SV=1
929080	821280	896120	1046700	1169800	944330	930120	1086700	1074100	1223000	987970	1188400	971420	1105200	951420	788180	22	22	22	68.6	68.6	68.6	40.522	0	323.31	87	Q9JIF0-2;Q9JIF0-3;Q9JIF0;Q6PAK3	Q9JIF0-2;Q9JIF0-3;Q9JIF0	Protein arginine N-methyltransferase 1	Prmt1	sp|Q9JIF0-2|ANM1_MOUSE Isoform 2 of Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1;sp|Q9JIF0-3|ANM1_MOUSE Isoform 3 of Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1;sp|Q9JIF0|ANM1_MOUSE Protein arginine
12616	10220	17449	14024	16973	13879	14531	11593	20637	16041	14927	12514	18480	16176	13019	9995.599609375	1	1	1	2.5	2.5	2.5	51.507	0	17.79	1	Q9JIF3	Q9JIF3	Solute carrier family 2, facilitated glucose transporter member 8	Slc2a8	sp|Q9JIF3|GTR8_MOUSE Solute carrier family 2, facilitated glucose transporter member 8 OS=Mus musculus OX=10090 GN=Slc2a8 PE=1 SV=2
2508000	2067900	2445300	2302400	2983600	2439300	2405300	2247600	2883900	2733900	2263500	2246600	2516800	2625800	2155400	1791100	60	60	60	61.1	61.1	61.1	107.06	0	323.31	170	Q9JIF7	Q9JIF7	Coatomer subunit beta	Copb1	sp|Q9JIF7|COPB_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1
226340	195320	276550	208130	256250	219890	257280	208600	292530	269570	264790	237360	266070	264630	257750	190660	23	23	23	43.5	43.5	43.5	70.843	0	132.47	38	Q9JIG7	Q9JIG7	Coiled-coil domain-containing protein 22	Ccdc22	sp|Q9JIG7|CCD22_MOUSE Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1
155560	135300	222210	161050	191220	164690	203750	151230	200080	210380	137150	166900	169420	214130	127570	147320	6	6	6	29.2	29.2	29.2	19.478	0	21.19	13	Q9JIG8	Q9JIG8	PRA1 family protein 2	Praf2	sp|Q9JIG8|PRAF2_MOUSE PRA1 family protein 2 OS=Mus musculus OX=10090 GN=Praf2 PE=1 SV=1
144980	124060	192340	210630	175760	152290	191040	201390	230270	212420	221530	176290	199260	194130	207230	143170	15	15	15	42.3	42.3	42.3	49.485	0	131.25	27	Q9JIH2	Q9JIH2	Nuclear pore complex protein Nup50	Nup50	sp|Q9JIH2|NUP50_MOUSE Nuclear pore complex protein Nup50 OS=Mus musculus OX=10090 GN=Nup50 PE=1 SV=3
8280.400390625	7617.2998046875	7001.2998046875	6626.60009765625	10864	7455.39990234375	6824	8158.60009765625	9689.7998046875	9813.400390625	9951.7001953125	7394.7998046875	8719.7998046875	10344	9694.7001953125	6515.7001953125	4	4	4	9.6	9.6	9.6	71.914	0	11.257	4	Q9JII1	Q9JII1	72 kDa inositol polyphosphate 5-phosphatase	Inpp5e	sp|Q9JII1|INP5E_MOUSE Phosphatidylinositol polyphosphate 5-phosphatase type IV OS=Mus musculus OX=10090 GN=Inpp5e PE=1 SV=1
320110	293460	386840	423070	400120	330070	398580	399150	559430	516770	570170	436410	488730	491640	572000	348070	13	13	13	35.3	35.3	35.3	43.086	0	318.21	39	Q9JII5-2;Q9JII5	Q9JII5-2;Q9JII5	DAZ-associated protein 1	Dazap1	sp|Q9JII5-2|DAZP1_MOUSE Isoform 2 of DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1;sp|Q9JII5|DAZP1_MOUSE DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2
1463200	1267200	1285300	1153100	1746400	1483800	1261000	1076400	1616400	1390700	1303100	1098500	1434700	1371100	1297100	922650	25	25	25	77.8	77.8	77.8	36.586	0	323.31	115	Q9JII6	Q9JII6	Alcohol dehydrogenase [NADP(+)]	Akr1a1	sp|Q9JII6|AK1A1_MOUSE Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3
558940	470720	831690	1081400	659040	570550	839000	997640	971000	882130	948780	721970	758660	798260	860300	605300	38	38	38	51.8	51.8	51.8	93.55	0	323.31	89	Q9JIK5	Q9JIK5	Nucleolar RNA helicase 2	Ddx21	sp|Q9JIK5|DDX21_MOUSE Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3
55856	49089	74655	66467	69869	61335	65775	62002	84310	77302	74922	67998	65334	72975	66940	54560	9	9	9	47.2	47.2	47.2	25.826	0	35.073	12	Q9JIK9	Q9JIK9	28S ribosomal protein S34, mitochondrial	Mrps34	sp|Q9JIK9|RT34_MOUSE 28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1
70889	67217	32713	35617	83828	81588	31167	28374	29444	34714	28580	27141	26101	31664	27778	20104	6	6	1	12.4	12.4	2.4	50.192	0	33.087	7	Q9JIM1	Q9JIM1	Equilibrative nucleoside transporter 1	Slc29a1	sp|Q9JIM1|S29A1_MOUSE Equilibrative nucleoside transporter 1 OS=Mus musculus OX=10090 GN=Slc29a1 PE=1 SV=3
131250	106730	148680	127030	158620	137610	135470	125130	172060	176210	161220	150380	162220	165050	169810	124450	8	8	5	13.7	13.7	9.3	64.058	0	36.314	14	Q9JIP6	Q9JIP6	Frizzled-2	Fzd2	sp|Q9JIP6|FZD2_MOUSE Frizzled-2 OS=Mus musculus OX=10090 GN=Fzd2 PE=2 SV=1
14014	11819	22091	17011	16796	13342	20487	17685	16878	15798	16341	11952	16301	15445	14316	11840	3	3	3	15.6	15.6	15.6	26.82	0	52.505	3	Q9JIQ3	Q9JIQ3	Diablo homolog, mitochondrial	Diablo	sp|Q9JIQ3|DBLOH_MOUSE Diablo homolog, mitochondrial OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2
374780	308760	442730	393910	468100	383320	433860	386430	485070	511340	417040	435030	427320	513320	411150	362980	27	27	22	25.3	25.3	21.4	120.62	0	214.75	35	Q9JIS8	Q9JIS8	Solute carrier family 12 member 4	Slc12a4	sp|Q9JIS8|S12A4_MOUSE Solute carrier family 12 member 4 OS=Mus musculus OX=10090 GN=Slc12a4 PE=1 SV=2
276590	232810	353700	316240	327300	280560	330840	282550	375600	357300	290050	270150	308310	341310	271740	237310	12	7	7	57.8	24.3	24.3	23.349	0	83.716	24	Q9JIW9	Q9JIW9	Ras-related protein Ral-B	Ralb	sp|Q9JIW9|RALB_MOUSE Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1
129600	117860	187490	196680	168460	139900	183440	190100	254130	240760	237170	198140	222530	227110	238270	159140	6	6	6	45.5	45.5	45.5	11.528	0	40.961	17	Q9JIX0	Q9JIX0	Transcription and mRNA export factor ENY2	Eny2	sp|Q9JIX0|ENY2_MOUSE Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1
428680	367970	548330	604310	515850	454830	567280	565500	775980	777140	802150	648200	680220	700650	800400	530630	36	36	36	35	35	35	146.3	0	323.31	64	Q9JIX8-4;Q9JIX8;Q9JIX8-3;Q9JIX8-2	Q9JIX8-4;Q9JIX8;Q9JIX8-3;Q9JIX8-2	Apoptotic chromatin condensation inducer in the nucleus	Acin1	sp|Q9JIX8-4|ACINU_MOUSE Isoform 4 of Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1;sp|Q9JIX8|ACINU_MOUSE Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3;sp|Q9JI
25345	21096	28609	28563	26465	27042	28927	29123	36442	38310	37877	32695	32694	36267	37353	28073	4	3	3	13.9	11.7	11.7	37.481	0	13.647	3	Q9JIY2-4;Q9JIY2-3;Q9JIY2-2;Q9JIY2	Q9JIY2-4;Q9JIY2-3;Q9JIY2-2;Q9JIY2	E3 ubiquitin-protein ligase Hakai	Cbll1	sp|Q9JIY2-4|HAKAI_MOUSE Isoform 4 of E3 ubiquitin-protein ligase Hakai OS=Mus musculus OX=10090 GN=Cbll1;sp|Q9JIY2-3|HAKAI_MOUSE Isoform 3 of E3 ubiquitin-protein ligase Hakai OS=Mus musculus OX=10090 GN=Cbll1;sp|Q9JIY2-2|HAKAI_MOUSE Isoform 2 of E3 ubiqui
77463	67009	137630	133620	103730	82917	137570	122420	176880	157720	154120	123260	150920	150410	159070	105260	10	10	10	25.5	25.5	25.5	49.348	0	94.802	21	Q9JIY5;A2RT60	Q9JIY5	Serine protease HTRA2, mitochondrial	Htra2	sp|Q9JIY5|HTRA2_MOUSE Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2
130310	110440	146490	118530	158790	133790	141160	115490	159770	157440	140130	126260	143300	155380	130510	106460	7	7	7	27.4	27.4	27.4	31.802	0	60.641	20	Q9JIZ9	Q9JIZ9	Phospholipid scramblase 3	Plscr3	sp|Q9JIZ9|PLS3_MOUSE Phospholipid scramblase 3 OS=Mus musculus OX=10090 GN=Plscr3 PE=1 SV=1
89268	79551	79343	88724	105160	88303	77708	94900	103990	81807	108330	70712	96419	77238	108610	53222	5	5	5	13.7	13.7	13.7	35.914	0	34.437	8	Q9JJ00	Q9JJ00	Phospholipid scramblase 1	Plscr1	sp|Q9JJ00|PLS1_MOUSE Phospholipid scramblase 1 OS=Mus musculus OX=10090 GN=Plscr1 PE=1 SV=1
30693	29837	28405	24241	35013	33399	28904	23565	40463	28370	40757	22404	32821	30839	36631	20905	4	4	4	14.9	14.9	14.9	42.304	0	19.563	6	Q9JJ06	Q9JJ06	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	C1galt1	sp|Q9JJ06|C1GLT_MOUSE Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Mus musculus OX=10090 GN=C1galt1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.4	2.4	2.4	60.968	0.000306	4.3132	1	Q9JJ11-2;Q9JJ11	Q9JJ11-2;Q9JJ11	Transforming acidic coiled-coil-containing protein 3	Tacc3	sp|Q9JJ11-2|TACC3_MOUSE Isoform 2 of Transforming acidic coiled-coil-containing protein 3 OS=Mus musculus OX=10090 GN=Tacc3;sp|Q9JJ11|TACC3_MOUSE Transforming acidic coiled-coil-containing protein 3 OS=Mus musculus OX=10090 GN=Tacc3 PE=1 SV=1
956100	782410	1066600	1051500	1144100	958150	1041200	976750	1219400	1241700	918510	996120	1040700	1213100	908580	835570	47	47	47	43.7	43.7	43.7	144.8	0	323.31	91	Q9JJ28	Q9JJ28	Protein flightless-1 homolog	Flii	sp|Q9JJ28|FLII_MOUSE Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1
779.989990234375	1163.69995117188	1863.30004882813	2824.60009765625	2118.89990234375	1450.90002441406	2126.5	2104.80004882813	3387	2283	3716.80004882813	1872.59997558594	2178.30004882813	2403.30004882813	3438.60009765625	1116.59997558594	1	1	1	8.2	8.2	8.2	34.912	0.00016028	5.7535	1	Q9JJ48	Q9JJ48	Zinc finger CCCH domain-containing protein 8	Zc3h8	sp|Q9JJ48|ZC3H8_MOUSE Zinc finger CCCH domain-containing protein 8 OS=Mus musculus OX=10090 GN=Zc3h8 PE=1 SV=2
4606.2001953125	5107.7998046875	4586.7001953125	5203.60009765625	5522.2001953125	5145.10009765625	4917.89990234375	4188.7001953125	5298.5	5447	4430.5	4570.7998046875	4294.5	5208.10009765625	3724.39990234375	3185.10009765625	2	2	2	6.7	6.7	6.7	36.744	0.0004516	3.9006	2	Q9JJ78	Q9JJ78	Lymphokine-activated killer T-cell-originated protein kinase	Pbk	sp|Q9JJ78|TOPK_MOUSE Lymphokine-activated killer T-cell-originated protein kinase OS=Mus musculus OX=10090 GN=Pbk PE=1 SV=1
35483	30950	41086	46704	39774	34521	40885	44794	49017	47345	42778	37886	41951	44426	39401	32235	5	5	5	22.5	22.5	22.5	35.363	0	13.601	8	Q9JJ80	Q9JJ80	Ribosome production factor 2 homolog	Rpf2	sp|Q9JJ80|RPF2_MOUSE Ribosome production factor 2 homolog OS=Mus musculus OX=10090 GN=Rpf2 PE=2 SV=2
29543	23639	36698	42315	33632	29171	34812	41905	48944	40323	50194	34926	40290	39218	47185	28579	3	3	3	7.5	7.5	7.5	46.486	0.00017188	8.2751	4	Q9JJ89	Q9JJ89	Coiled-coil domain-containing protein 86	Ccdc86	sp|Q9JJ89|CCD86_MOUSE Coiled-coil domain-containing protein 86 OS=Mus musculus OX=10090 GN=Ccdc86 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	16	16	16	13.557	0.00030502	4.2168	2	Q9JJ94	Q9JJ94	Sjoegren syndrome nuclear autoantigen 1 homolog	Ssna1	sp|Q9JJ94|SSNA1_MOUSE Sjoegren syndrome nuclear autoantigen 1 homolog OS=Mus musculus OX=10090 GN=Ssna1 PE=1 SV=1
153110	134900	170490	149480	193430	164560	163180	138070	206410	193070	155730	152020	175380	189640	159640	124930	18	18	18	37.8	37.8	37.8	71.601	0	122.5	23	Q9JJA2	Q9JJA2	Conserved oligomeric Golgi complex subunit 8	Cog8	sp|Q9JJA2|COG8_MOUSE Conserved oligomeric Golgi complex subunit 8 OS=Mus musculus OX=10090 GN=Cog8 PE=1 SV=3
102390	84734	128850	138080	120730	101030	122220	133860	144290	130820	135930	114610	124160	120160	124020	85210	13	13	13	32.9	32.9	32.9	47.346	0	169.39	16	Q9JJA4	Q9JJA4	Ribosome biogenesis protein WDR12	Wdr12	sp|Q9JJA4|WDR12_MOUSE Ribosome biogenesis protein WDR12 OS=Mus musculus OX=10090 GN=Wdr12 PE=1 SV=1
139210	108140	196670	168230	172580	141700	193730	165750	227310	265210	217480	214320	203950	268400	217450	183260	13	13	12	38.9	38.9	34.7	47.323	0	97.158	20	Q9JJC6	Q9JJC6	RILP-like protein 1	Rilpl1	sp|Q9JJC6|RIPL1_MOUSE RILP-like protein 1 OS=Mus musculus OX=10090 GN=Rilpl1 PE=1 SV=1
9629.400390625	9337.400390625	13114	12702	11724	11043	12184	12469	17226	16746	17033	13777	17566	16489	18221	11257	1	1	1	3	3	3	33.275	0.0025795	2.7807	2	Q9JJD0	Q9JJD0	THAP domain-containing protein 11	Thap11	sp|Q9JJD0|THA11_MOUSE THAP domain-containing protein 11 OS=Mus musculus OX=10090 GN=Thap11 PE=1 SV=1
17940	14778	20569	16910	18644	15516	19604	15962	20065	18749	16882	13144	18596	18958	15766	12614	5	5	5	14.9	14.9	14.9	51.469	0	18.271	5	Q9JJE7	Q9JJE7	Fatty acid desaturase 3	Fads3	sp|Q9JJE7|FADS3_MOUSE Fatty acid desaturase 3 OS=Mus musculus OX=10090 GN=Fads3 PE=1 SV=2
6248.7998046875	5001.2001953125	6244.60009765625	7427.39990234375	6465.89990234375	6050.89990234375	6543.2001953125	6538.60009765625	9701.2001953125	8729	9613.7998046875	7053.89990234375	6254.5	7798.89990234375	8757.400390625	6217.7001953125	4	4	4	8.6	8.6	8.6	67.556	0	12.748	4	Q9JJF3	Q9JJF3	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	No66	sp|Q9JJF3|RIOX1_MOUSE Ribosomal oxygenase 1 OS=Mus musculus OX=10090 GN=Riox1 PE=1 SV=2
74060	59703	72001	60454	84111	70083	70147	61404	74546	87516	67965	69225	68929	76095	67974	57504	6	6	6	11.5	11.5	11.5	58.128	0	36.719	11	Q9JJF9	Q9JJF9	Signal peptide peptidase-like 2A	Sppl2a	sp|Q9JJF9|SPP2A_MOUSE Signal peptide peptidase-like 2A OS=Mus musculus OX=10090 GN=Sppl2a PE=1 SV=2
132170	109710	150760	150040	157980	138430	147840	140070	151030	168250	118110	139180	122470	162270	113640	116130	13	10	10	18.8	16.1	16.1	103.27	0	153.08	12	Q9JJG0-3;Q9JJG0-4;Q9JJG0-2;Q9JJG0	Q9JJG0-3;Q9JJG0-4;Q9JJG0-2;Q9JJG0	Transforming acidic coiled-coil-containing protein 2	Tacc2	sp|Q9JJG0-3|TACC2_MOUSE Isoform 3 of Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus OX=10090 GN=Tacc2;sp|Q9JJG0-4|TACC2_MOUSE Isoform 4 of Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus OX=10090 GN=Tacc2;sp|Q9JJG
810.049987792969	413.429992675781	1330.19995117188	915.02001953125	1059.59997558594	615.969970703125	856.580017089844	964.340026855469	1214.5	882.070007324219	1034.5	925.700012207031	879.919982910156	931.820007324219	860.429992675781	729.150024414063	1	1	1	1.7	1.7	1.7	77.378	0.002591	2.8779	1	Q9JJG9	Q9JJG9	Nitric oxide-associated protein 1	Noa1	sp|Q9JJG9|NOA1_MOUSE Nitric oxide-associated protein 1 OS=Mus musculus OX=10090 GN=Noa1 PE=1 SV=1
29747	28244	42251	34885	37709	30458	38899	36364	46762	48914	38999	35467	44305	46748	42058	32434	5	5	5	37.2	37.2	37.2	17.024	0	16.892	5	Q9JJH1	Q9JJH1	Ribonuclease 4	Rnase4	sp|Q9JJH1|RNAS4_MOUSE Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1
