Entry	Status	Protein names	Gene names	Length
Q6ZWX6	reviewed	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)	Eif2s1 Eif2a	315
Q61211	reviewed	Eukaryotic translation initiation factor 2D (eIF2D) (Ligatin)	Eif2d Lgtn	570
Q8CHW4	reviewed	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)	Eif2b5	717
Q61749	reviewed	Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta)	Eif2b4 Eif2b Eif2bd Jgr1a	524
Q99LD9	reviewed	Translation initiation factor eIF-2B subunit beta (eIF-2B GDP-GTP exchange factor subunit beta)	Eif2b2	351
Q99LC8	reviewed	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)	Eif2b1	305
Q9QZ05	reviewed	eIF-2-alpha kinase GCN2 (Eukaryotic translation initiation factor 2-alpha kinase 4) (EC 2.7.11.1) (GCN2-like protein) (mGCN2)	Eif2ak4 Gcn2 Kiaa1338	1648
Q9Z2B5	reviewed	Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase)	Eif2ak3 Pek Perk	1114
Q03963	reviewed	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Serine/threonine-protein kinase TIK) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	Eif2ak2 Pkr Prkr Tik	515
Q9Z2R9	reviewed	Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (Hemin-sensitive initiation factor 2-alpha kinase)	Eif2ak1 Hri	619
Q8BJW6	reviewed	Eukaryotic translation initiation factor 2A (eIF-2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]	Eif2a D3Ertd194e	581
Q9CXU9	reviewed	Eukaryotic translation initiation factor 1b (eIF1b)	Eif1b	113
Q8BMJ3	reviewed	Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	Eif1ax Eif1ay	144
Q3THJ3	reviewed	Probable RNA-binding protein EIF1AD (Eukaryotic translation initiation factor 1A domain-containing protein)	Eif1ad	170
Q60872	reviewed	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	Eif1a	144
P48024	reviewed	Eukaryotic translation initiation factor 1 (eIF1) (Protein translation factor SUI1 homolog)	Eif1 Sui1 Sui1-rs1	113
Q3V124	reviewed	EP300-interacting inhibitor of differentiation 3 (EID-3) (EID-1-like inhibitor of differentiation 3) (Non-structural maintenance of chromosomes element 4 homolog B) (NS4EB) (Non-SMC element 4 homolog B)	Eid3	375
Q6X7S9	reviewed	EP300-interacting inhibitor of differentiation 2 (EID-2) (CREBBP/EP300 inhibitor 2) (EID-1-like inhibitor of differentiation 2)	Eid2 Cri2	236
Q9DCR4	reviewed	EP300-interacting inhibitor of differentiation 1 (CREBBP/EP300 inhibitory protein 1) (E1A-like inhibitor of differentiation 1) (EID-1)	Eid1 Cri1	169
Q61070	reviewed	Etoposide-induced protein 2.4 (p53-induced gene 8 protein)	Ei24 Pig8	340
Q9Z148	reviewed	Histone-lysine N-methyltransferase EHMT2 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (H3-K9-HMTase 3) (Protein G9a)	Ehmt2 Bat8 G9a Ng36	1263
Q5DW34	reviewed	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Lysine N-methyltransferase 1D)	Ehmt1 Euhmtase1 Glp Kmt1d	1296
Q9DBM2	reviewed	Peroxisomal bifunctional enzyme (PBE) (PBFE) (L-peroxisomal bifunctional enzyme) (L-PBE) (Multifunctional enzyme 1) (MFE1) (Multifunctional protein 1) (MFP-1) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	Ehhadh L-pbe	718
O70273	reviewed	ETS homologous factor (ETS domain-containing transcription factor)	Ehf	300
Q9EQP2	reviewed	EH domain-containing protein 4 (PAST homolog 2) (mPAST2)	Ehd4 Past2	541
Q9QXY6	reviewed	EH domain-containing protein 3	Ehd3 Ehd2	535
Q8BH64	reviewed	EH domain-containing protein 2	Ehd2	543
Q9WVK4	reviewed	EH domain-containing protein 1 (PAST homolog 1) (mPAST1)	Ehd1 Past1	534
Q99MS7	reviewed	EH domain-binding protein 1-like protein 1 (Tangerin)	Ehbp1l1	1716
Q69ZW3	reviewed	EH domain-binding protein 1	Ehbp1 Kiaa0903	1231
Q9WUF2	reviewed	Early growth response protein 4 (EGR-4)	Egr4	478
P43300	reviewed	Early growth response protein 3 (EGR-3)	Egr3 Egr-3	387
P08152	reviewed	E3 SUMO-protein ligase EGR2 (EC 2.3.2.-) (E3 SUMO-protein transferase ERG2) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20)	Egr2 Egr-2 Krox-20 Zfp-25	470
P08046	reviewed	Early growth response protein 1 (EGR-1) (Nerve growth factor-induced protein A) (NGFI-A) (Transcription factor Zif268) (Zinc finger protein Krox-24)	Egr1 Egr-1 Krox-24	533
Q91UZ4	reviewed	Prolyl hydroxylase EGLN3 (EC 1.14.11.-) (Egl nine homolog 3) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 3) (HIF-PH3) (HIF-prolyl hydroxylase 3) (HPH-3) (Prolyl hydroxylase domain-containing protein 3) (PHD3) (SM-20)	Egln3	239
Q91YE2	reviewed	Prolyl hydroxylase EGLN2 (EC 1.14.11.-) (Egl nine homolog 2) (EC 1.14.11.29) (Falkor) (Hypoxia-inducible factor prolyl hydroxylase 1) (HIF-PH1) (HIF-prolyl hydroxylase 1) (HPH-1) (Prolyl hydroxylase domain-containing protein 1) (PHD1)	Egln2	419
Q91YE3	reviewed	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egln1	400
Q01279	reviewed	Epidermal growth factor receptor (EC 2.7.10.1)	Egfr	1210
Q4VBE4	reviewed	Pikachurin (EGF-like, fibronectin type-III and laminin G-like domain-containing protein) (Nectican)	Egflam	1017
Q6GUQ1	reviewed	Epidermal growth factor-like protein 8 (EGF-like protein 8)	Egfl8 Ng3	293
Q9QXT5	reviewed	Epidermal growth factor-like protein 7 (EGF-like protein 7) (Multiple epidermal growth factor-like domains protein 7) (Multiple EGF-like domains protein 7) (NOTCH4-like protein) (Vascular endothelial statin) (VE-statin) (Zneu1)	Egfl7 Megf7	275
Q9JJZ5	reviewed	Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein) (Protein W80)	Egfl6 Maeg	550
Q8C088	reviewed	EGF-like and EMI domain-containing protein 1	Egfem1	590
P36368	reviewed	Epidermal growth factor-binding protein type B (EGF-BP B) (EC 3.4.21.119) (Glandular kallikrein K13) (mGK-13) (Prorenin-converting enzyme 1) (PRECE-1) (Tissue kallikrein 13)	Egfbp2 Egfbp-2 Klk-13 Klk13	261
P01132	reviewed	Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor]	Egf	1217
O08810	reviewed	116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)	Eftud2 Snrp116	971
Q64355	reviewed	Embryonal Fyn-associated substrate (SRC-interacting protein) (Signal-integrating protein)	Efs Sin	560
Q6ZQ18	reviewed	Protein EFR3 homolog B	Efr3b Kiaa0953	817
Q8BG67	reviewed	Protein EFR3 homolog A (Protein EFR3-like)	Efr3a Kiaa0143	819
O35393	reviewed	Ephrin-B3	Efnb3	340
P52800	reviewed	Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L)	Efnb2 Elf2 Epl5 Eplg5 Htkl Lerk5	336
P52795	reviewed	Ephrin-B1 (CEK5 receptor ligand) (CEK5-L) (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2) (Stimulated by retinoic acid gene 1 protein) [Cleaved into: Ephrin-B1 C-terminal fragment (Ephrin-B1 CTF); Ephrin-B1 intracellular domain (Ephrin-B1 ICD)]	Efnb1 Epl2 Eplg2 Lerk2 Stra1	345
O08543	reviewed	Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)	Efna5 Epl7 Eplg7 Lerk7	228
O08542	reviewed	Ephrin-A4 (EPH-related receptor tyrosine kinase ligand 4) (LERK-4)	Efna4 Epl4 Eplg4 Lerk4	206
O08545	reviewed	Ephrin-A3 (EHK1 ligand) (EHK1-L) (EPH-related receptor tyrosine kinase ligand 3) (LERK-3)	Efna3 Epl3 Eplg3 Lerk3	230
P52801	reviewed	Ephrin-A2 (CEK7-ligand) (CEK7-L) (ELF-1) (EPH-related receptor tyrosine kinase ligand 6) (LERK-6)	Efna2 Elf1 Epl6 Eplg6 Lerk6	209
P52793	reviewed	Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) [Cleaved into: Ephrin-A1, secreted form]	Efna1 Epgl1 Epl1 Lerk1	205
Q8C0D5	reviewed	Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)	Efl1 Eftud1	1127
Q9D8Y0	reviewed	EF-hand domain-containing protein D2 (Swiprosin-1)	Efhd2 Sws1	240
Q9D4J1	reviewed	EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Mitocalcin) (Swiprosin-2)	Efhd1 Sws2	240
Q9D485	reviewed	EF-hand domain-containing family member C2	Efhc2	750
Q9D9T8	reviewed	EF-hand domain-containing protein 1 (Myoclonin-1)	Efhc1	648
Q8CDU5	reviewed	EF-hand domain-containing family member B	Efhb	853
Q9WVJ9	reviewed	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Mutant p53-binding protein 1)	Efemp2 Fbln4 Mbp1	443
Q8BPB5	reviewed	EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3) (FIBL-3)	Efemp1 Fbln3	493
Q9JJF6	reviewed	EF-hand and coiled-coil domain-containing protein 1 (Coiled-coil domain-containing protein 48)	Efcc1 Ccdc48 MNCb-4779	558
Q9DAM2	reviewed	EF-hand calcium-binding domain-containing protein 9	Efcab9	216
Q8C9R9	reviewed	EF-hand calcium-binding domain-containing protein 8	Efcab8	203
Q8VDY4	reviewed	EF-hand calcium-binding domain-containing protein 7	Efcab7 Kiaa1799	628
Q6P1E8	reviewed	EF-hand calcium-binding domain-containing protein 6 (DJ-1-binding protein) (DJBP)	Efcab6 Djbp Kiaa1672	1516
A0JP43	reviewed	EF-hand calcium-binding domain-containing protein 5	Efcab5	1406
Q80X60	reviewed	EF-hand calcium-binding domain-containing protein 3	Efcab3	432
Q9CQ46	reviewed	Dynein regulatory complex protein 8 (EF-hand calcium-binding domain-containing protein 2)	Efcab2 Drc8	164
Q8BGQ6	reviewed	EF-hand calcium-binding domain-containing protein 14	Efcab14 Kiaa0494	484
Q9D0E5	reviewed	EF-hand calcium-binding domain-containing protein 11	Efcab11	162
Q9D581	reviewed	EF-hand calcium-binding domain-containing protein 10	Efcab10	132
Q9D3N2	reviewed	EF-hand calcium-binding domain-containing protein 1	Efcab1	212
Q3TGW2	reviewed	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	Eepd1 Kiaa1706	569
Q9JHW4	reviewed	Selenocysteine-specific elongation factor (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific) (mSelB)	Eefsec Selb	583
Q3UZW7	reviewed	Protein-lysine N-methyltransferase EEF2KMT (EC 2.1.1.-) (eEF2-lysine methyltransferase) (eEF2-KMT)	Eef2kmt Fam86 Fam86a	335
O08796	reviewed	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	Eef2k	724
P58252	reviewed	Elongation factor 2 (EF-2)	Eef2	858
Q9D8N0	reviewed	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Eef1g	437
Q9D1M4	reviewed	Eukaryotic translation elongation factor 1 epsilon-1 (Elongation factor p18) (Multisynthase complex auxiliary component p18)	Eef1e1	174
P57776	reviewed	Elongation factor 1-delta (EF-1-delta)	Eef1d	281
O70251	reviewed	Elongation factor 1-beta (EF-1-beta)	Eef1b Eef1b2	225
Q91YR5	reviewed	eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)]	EEF1AKNMT Kiaa0859 Mettl13	698
P0DPD9	reviewed	EEF1AKMT4-ECE2 readthrough transcript protein (EC 3.4.24.71) [Includes: Methyltransferase-like region (EC 2.1.1.-); Endothelin-converting enzyme 2 region (EC 3.4.24.71)]	Eef1akmt4-Ece2	881
P0DPE0	reviewed	EEF1A lysine methyltransferase 4 (EC 2.1.1.-)	Eef1akmt4	255
D3YWP0	reviewed	EEF1A lysine methyltransferase 3 (EC 2.1.1.-) (Methyltransferase-like protein 21B) (Protein-lysine methyltransferase METTL21B)	eef1akmt3 Fam119b Mettl21b mCG_5197	232
Q9D853	reviewed	EEF1A lysine methyltransferase 2 (EC 2.1.1.-) (Methyltransferase-like protein 10) (Protein-lysine N-methyltransferase Mettl10)	Eef1akmt2 Mettl10	244
Q9CY45	reviewed	EEF1A lysine methyltransferase 1 (EC 2.1.1.-) (N(6)-adenine-specific DNA methyltransferase 2) (Protein-lysine N-methyltransferase N6amt2)	Eef1akmt1 N6amt2	214
P62631	reviewed	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	Eef1a2 Eef1al Stn	463
P10126	reviewed	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	Eef1a1 Eef1a	462
Q921E6	reviewed	Polycomb protein EED	Eed	441
Q8BL66	reviewed	Early endosome antigen 1	Eea1	1411
Q6GQV7	reviewed	Erythroid differentiation-related factor 1	Edrf1	1239
P48302	reviewed	Endothelin receptor type B (ET-B) (ET-BR) (Endothelin receptor non-selective type)	Ednrb	442
Q61614	reviewed	Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ET-AR)	Ednra Gpcr10	427
P48299	reviewed	Endothelin-3 (ET-3) (Preproendothelin-3) (PPET3)	Edn3	214
P22389	reviewed	Endothelin-2 (ET-2) (Preproendothelin-2) (PPET2) (Vasoactive intestinal contractor) (VIC)	Edn2	175
P22387	reviewed	Endothelin-1 (ET-1) (Preproendothelin-1) (PPET1) [Cleaved into: Big endothelin-1]	Edn1	202
O35474	reviewed	EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)	Edil3 Del1	480
Q9JMG1	reviewed	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	Edf1	148
Q2HXL6	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 3 (EC 3.2.1.113) (Alpha-1,2-mannosidase EDEM3)	Edem3	931
Q8BJT9	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 2	Edem2	577
Q925U4	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 1	Edem1 Edem	652
E9Q7F5	reviewed	Epididymal protein 13	Eddm13 Epp13 Gm6792	164
Q3UJB9	reviewed	Enhancer of mRNA-decapping protein 4	Edc4	1406
Q8K2D3	reviewed	Enhancer of mRNA-decapping protein 3 (YjeF domain-containing protein 1)	Edc3 Yjdc	508
Q8VHX2	reviewed	Ectodysplasin-A receptor-associated adapter protein (EDAR-associated death domain protein) (Protein crinkled)	Edaradd Cr	208
Q9R187	reviewed	Tumor necrosis factor receptor superfamily member EDAR (Anhidrotic ectodysplasin receptor 1) (Downless) (Ectodermal dysplasia receptor) (Ectodysplasin-A receptor)	Edar Dl	448
Q8BX35	reviewed	Tumor necrosis factor receptor superfamily member 27 (X-linked ectodysplasin-A2 receptor) (EDA-A2 receptor)	Eda2r Tnfrsf27 Xedar	297
O54693	reviewed	Ectodysplasin-A (EDA protein homolog) (Tabby protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]	Eda Ed1 Ta	391
Q07139	reviewed	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)	Ect2 mKIAA4037	913
Q9QZH6	reviewed	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)	Ecsit Sitpec	435
Q3TZW0	reviewed	Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2)	Ecscr Ecsm2	214
Q99LS0	reviewed	Augurin (Esophageal cancer-related gene 4 protein homolog)	Ecrg4	148
Q6PDI5	reviewed	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	Ecpas Ecm29 Kiaa0368	1840
Q5FW85	reviewed	Extracellular matrix protein 2 (Tenonectin)	Ecm2	670
Q61508	reviewed	Extracellular matrix protein 1 (Secretory component p85)	Ecm1	559
Q78JN3	reviewed	Enoyl-CoA delta isomerase 3, peroxisomal (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	Eci3	317
Q9WUR2	reviewed	Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)	Eci2 Peci	391
P42125	reviewed	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	Eci1 Dci	289
Q8BH95	reviewed	Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)	Echs1	290
Q9D7J9	reviewed	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	Echdc3	300
Q3TLP5	reviewed	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	Echdc2 D4Ertd765e	296
Q9D9V3	reviewed	Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	Echdc1	322
O35459	reviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (EC 5.3.3.-)	Ech1	327
Q9JMI0	reviewed	Endothelin-converting enzyme-like 1 (EC 3.4.24.-) (Damage-induced neuronal endopeptidase) (Xce protein)	Ecel1 Dine Xce	775
B2RQR8	reviewed	Endothelin-converting enzyme 2 (ECE-2) (EC 3.4.24.71)	Ece2	763
Q4PZA2	reviewed	Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	Ece1	769
Q9CS74	reviewed	Protein ecdysoneless homolog	Ecd	641
Q9D0P0	reviewed	Emopamil-binding protein-like (Emopamil-binding-related protein)	Ebpl Ebrp Erp	206
P70245	reviewed	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)	Ebp Msi	230
Q9D903	reviewed	Probable rRNA-processing protein EBP2	Ebna1bp2 Ebp2	306
O35228	reviewed	Interleukin-27 subunit beta (IL-27 subunit beta) (IL-27B) (Epstein-Barr virus-induced gene 3 protein homolog)	Ebi3 Il27b	228
Q8K4J2	reviewed	Transcription factor COE4 (Early B-cell factor 4) (EBF-4) (Olf-1/EBF-like 4) (O/E-4) (OE-4)	Ebf4 Coe4	599
O08791	reviewed	Transcription factor COE3 (Early B-cell factor 3) (EBF-3) (Olf-1/EBF-like 2) (O/E-2) (OE-2)	Ebf3 Coe3	596
O08792	reviewed	Transcription factor COE2 (Early B-cell factor 2) (EBF-2) (Metencephalon-mesencephalon-olfactory transcription factor 1) (MET-mesencephalon-olfactory TF1) (MET-mesencephalon-olfactory transcription factor 1) (Olf-1/EBF-like 3) (O/E-3) (OE-3)	Ebf2 Coe2 Mmot1	575
Q07802	reviewed	Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor)	Ebf1 Coe1 Ebf	591
Q9D0V7	reviewed	Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein)	Ebag9 Rcas1	213
Q9CXJ1	reviewed	Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	Ears2 Kiaa1970	523
O35290	reviewed	Eosinophil cationic-type ribonuclease 3 (MR-3)	Ear3 Rnase3	156
P97425	reviewed	Eosinophil cationic protein 2 (ECP 2) (EC 3.1.27.-) (Eosinophil secondary granule ribonuclease 2) (EAR-2) (Ribonuclease 3-2) (RNase 3-2)	Ear2 Rnase2	156
P97426	reviewed	Eosinophil cationic protein 1 (ECP 1) (EC 3.1.27.-) (Eosinophil secondary granule ribonuclease 1) (EAR-1) (Ribonuclease 3-1) (RNase 3-1)	Ear1	155
Q5BU09	reviewed	E2F-associated phosphoprotein (EAPP)	Eapp	281
Q91ZD6	reviewed	ELL-associated factor 2 (Ehrlich S-II transcriptional activator factor) (Testosterone-regulated apoptosis inducer and tumor suppressor protein)	Eaf2 Festa Traits	262
Q9D4C5	reviewed	ELL-associated factor 1	Eaf1	268
Q8CCE9	reviewed	Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (Transcription factor phi AP3) (p120E4F)	E4f1	783
Q58FA4	reviewed	Transcription factor E2F8 (E2F-8)	E2f8	860
Q6S7F2	reviewed	Transcription factor E2F7 (E2F-7)	E2f7	904
O54917	reviewed	Transcription factor E2F6 (E2F-6) (E2F-binding site-modulating activity protein) (EMA)	E2f6	272
Q61502	reviewed	Transcription factor E2F5 (E2F-5)	E2f5	335
Q8R0K9	reviewed	Transcription factor E2F4 (E2F-4)	E2f4	410
O35261	reviewed	Transcription factor E2F3 (E2F-3)	E2f3	457
P56931	reviewed	Transcription factor E2F2 (E2F-2)	E2f2	443
Q61501	reviewed	Transcription factor E2F1 (E2F-1)	E2f1	430
Q7TPV2	reviewed	E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)	Dzip3 Kiaa0675	1204
Q499E4	reviewed	Zinc finger protein DZIP1L (DAZ-interacting protein 1-like protein) (Protein warpy)	Dzip1l wpy	774
Q8BMD2	reviewed	Zinc finger protein DZIP1 (DAZ-interacting protein 1 homolog)	Dzip1 Kiaa0996	852
